InvoiceNo,Quantity,InvoiceDate,UnitPrice,Country,Discount,ShippingCost,Category,ShipmentProvider,WarehouseLocation,NetRevenue
329482,2,10/09/2022 11:00,25.77,Netherlands,0.31,13.72,Accessories,DHL,Rome,35.5626
996553,2,14/09/2022 17:00,69.37,Italy,0.25,10.59,Electronics,DHL,Rome,104.055
450579,2,24/09/2022 12:00,12.29,United States,0.46,6.32,Accessories,FedEx,Rome,13.2732
429326,2,3/10/2022 14:00,1.91,Germany,0.46,11.34,Accessories,FedEx,Rome,2.0628
285525,2,6/10/2022 10:00,94.04,United States,0.14,23.26,Apparel,DHL,Rome,161.7488
653890,2,15/10/2022 19:00,36.52,Italy,0.35,18.33,Stationery,UPS,Rome,47.476
532329,2,20/10/2022 04:00,67.64,Belgium,0.39,18.75,Accessories,DHL,Rome,82.5208
146546,2,22/10/2022 14:00,52.88,Sweden,0.02,17.23,Accessories,Royal Mail,Rome,103.6448
129418,2,29/10/2022 05:00,97.08,Belgium,0.46,26.69,Stationery,DHL,Rome,104.8464
734887,2,3/11/2022 12:00,92.53,United States,0.08,11.79,Electronics,DHL,Rome,170.2552
311270,2,3/12/2022 03:00,16.09,Portugal,0.45,26.73,Accessories,Royal Mail,Rome,17.699
741137,2,3/12/2022 04:00,41.43,France,0.02,10.32,Electronics,DHL,Rome,81.2028
759012,2,5/12/2022 17:00,40.18,United States,0.31,18.25,Stationery,UPS,Rome,55.4484
614507,2,6/12/2022 13:00,47.25,Portugal,0.37,8.37,Accessories,Royal Mail,Rome,59.535
295110,2,21/12/2022 18:00,91.33,Australia,0.22,18.26,Furniture,Royal Mail,Rome,142.4748
438663,2,5/01/2023 11:00,7.52,Norway,0.46,5.94,Apparel,Royal Mail,Rome,8.1216
869589,2,6/02/2023 13:00,84.88,Spain,0.09,16.63,Apparel,Royal Mail,Rome,154.4816
968997,2,13/02/2023 12:00,1.23,United Kingdom,0.21,19.87,Furniture,UPS,Rome,1.9434
395868,2,18/02/2023 01:00,46.68,United States,0.21,18.88,Electronics,UPS,Rome,73.7544
480457,2,25/02/2023 19:00,54.88,Sweden,0.45,26.73,Stationery,DHL,Rome,60.368
461970,2,4/03/2023 16:00,34.97,Belgium,0.31,6.54,Apparel,Royal Mail,Rome,48.2586
817820,2,6/03/2023 12:00,37.5,Netherlands,0.24,5.87,Accessories,DHL,Rome,57
125583,2,1/04/2023 13:00,81.56,France,0.2,22.98,Accessories,Royal Mail,Rome,130.496
579106,2,24/04/2023 11:00,35.69,Germany,0.41,24.8,Apparel,Royal Mail,Rome,42.1142
729036,2,26/04/2023 01:00,23.83,Italy,0.08,22.76,Stationery,UPS,Rome,43.8472
879599,2,1/05/2023 09:00,51.54,France,0.14,19.9,Apparel,FedEx,Rome,88.6488
623897,2,5/05/2023 10:00,28.98,Sweden,0.43,20.88,Electronics,DHL,Rome,33.0372
635425,2,13/05/2023 18:00,99.52,Spain,0.29,25.48,Stationery,UPS,Rome,141.3184
543155,2,15/05/2023 17:00,85.01,Norway,0.01,9.47,Stationery,UPS,Rome,168.3198
679632,2,29/06/2023 20:00,67.66,United Kingdom,0.18,13.82,Stationery,UPS,Rome,110.9624
533099,2,2/07/2023 09:00,87.38,Portugal,0.49,28.18,Electronics,FedEx,Rome,89.1276
113891,2,25/07/2023 00:00,6.76,Australia,0.37,22.47,Electronics,UPS,Rome,8.5176
525377,2,3/08/2023 14:00,15.01,Sweden,0.42,7.83,Electronics,UPS,Rome,17.4116
363409,2,17/08/2023 15:00,2.55,Spain,0.16,20.68,Furniture,DHL,Rome,4.284
654920,2,19/08/2023 09:00,75.12,Germany,0.25,22.11,Electronics,DHL,Rome,112.68
609397,2,20/08/2023 06:00,50.6,Sweden,0.35,16.55,Electronics,Royal Mail,Rome,65.78
242432,2,21/08/2023 20:00,81.31,Netherlands,0.23,5.02,Electronics,UPS,Rome,125.2174
951956,2,22/08/2023 12:00,56.9,Spain,0.1,19.99,Accessories,FedEx,Rome,102.42
998740,2,23/08/2023 09:00,9.26,United States,0.27,9.33,Apparel,DHL,Rome,13.5196
209660,2,28/08/2023 18:00,8.45,Australia,0.05,26.54,Electronics,FedEx,Rome,16.055
902365,2,28/08/2023 22:00,47.62,Italy,0.26,11.13,Stationery,UPS,Rome,70.4776
283707,2,27/09/2023 07:00,2.96,United States,0.06,15.46,Electronics,DHL,Rome,5.5648
821180,2,8/10/2023 02:00,12.77,Italy,0.02,21.54,Furniture,DHL,Rome,25.0292
531140,2,20/11/2023 15:00,87.38,Germany,0.49,11.56,Accessories,Royal Mail,Rome,89.1276
403986,2,28/11/2023 12:00,6.94,Norway,0.02,14.77,Accessories,Royal Mail,Rome,13.6024
227710,2,6/12/2023 18:00,91.18,Germany,0.26,23.89,Apparel,UPS,Rome,134.9464
175066,2,8/12/2023 12:00,9.95,Italy,0.43,19.04,Apparel,DHL,Rome,11.343
309803,2,13/12/2023 02:00,11.86,Spain,0.2,13.35,Accessories,Royal Mail,Rome,18.976
188059,2,5/01/2024 16:00,68.42,Spain,0.22,6.44,Electronics,DHL,Rome,106.7352
990686,2,8/01/2024 18:00,30.6,Australia,0.03,21.31,Accessories,FedEx,Rome,59.364
461971,2,27/01/2024 01:00,68.04,Netherlands,0.14,27.39,Apparel,Royal Mail,Rome,117.0288
809880,2,31/01/2024 18:00,41.38,Germany,0.42,11.6,Stationery,FedEx,Rome,48.0008
268501,2,7/02/2024 13:00,82.77,United States,0.3,26.76,Apparel,UPS,Rome,115.878
103400,2,17/02/2024 16:00,22.22,United States,0.43,20.45,Furniture,FedEx,Rome,25.3308
577312,2,11/03/2024 21:00,58.59,Australia,0.49,20.67,Accessories,Royal Mail,Rome,59.7618
354590,2,9/04/2024 01:00,20.39,United Kingdom,0.31,14.22,Accessories,UPS,Rome,28.1382
688194,2,11/04/2024 21:00,79.25,Norway,0.47,6.24,Furniture,FedEx,Rome,84.005
841140,2,13/04/2024 14:00,25.93,Netherlands,0.31,6.51,Furniture,UPS,Rome,35.7834
714412,2,7/05/2024 01:00,44.53,Germany,0.26,18.12,Furniture,DHL,Rome,65.9044
101063,2,26/05/2024 09:00,51.78,Belgium,0.07,10.94,Stationery,Royal Mail,Rome,96.3108
157631,2,30/05/2024 01:00,42.14,Norway,0.5,10.35,Apparel,DHL,Rome,42.14
621777,2,30/05/2024 15:00,55.4,Netherlands,0.25,15.6,Electronics,Royal Mail,Rome,83.1
670108,2,8/06/2024 04:00,34.98,United States,0.11,16.44,Apparel,DHL,Rome,62.2644
145002,2,17/06/2024 06:00,73.9,Sweden,0.07,22.07,Apparel,Royal Mail,Rome,137.454
417263,2,19/06/2024 03:00,79.95,France,0.39,18.08,Stationery,FedEx,Rome,97.539
569303,2,21/06/2024 18:00,8.25,Netherlands,0.22,23.76,Furniture,UPS,Rome,12.87
854660,2,13/07/2024 01:00,59.95,Germany,0.35,21.91,Apparel,UPS,Rome,77.935
434894,2,17/07/2024 20:00,45.99,Norway,0.23,22.09,Electronics,Royal Mail,Rome,70.8246
502039,2,6/08/2024 12:00,54.86,Portugal,0.09,25.5,Apparel,FedEx,Rome,99.8452
432990,2,30/08/2024 07:00,29.81,Belgium,0.17,8.29,Furniture,FedEx,Rome,49.4846
336999,2,10/09/2024 02:00,93.17,France,0.08,23.24,Accessories,UPS,Rome,171.4328
699979,2,18/09/2024 14:00,8.95,Belgium,0.13,25.19,Accessories,FedEx,Rome,15.573
294650,2,24/09/2024 03:00,93.59,United States,0.15,20,Stationery,DHL,Rome,159.103
382155,2,9/10/2024 01:00,55.38,United States,0.02,28.93,Stationery,DHL,Rome,108.5448
396977,2,12/10/2024 10:00,83.63,Portugal,0.04,15.34,Accessories,Royal Mail,Rome,160.5696
765364,2,16/10/2024 20:00,69.43,Germany,0.15,29.44,Electronics,FedEx,Rome,118.031
596990,2,3/11/2024 18:00,15.43,France,0.22,27.84,Apparel,Royal Mail,Rome,24.0708
727003,2,20/11/2024 10:00,90.63,Germany,0.48,25.97,Apparel,FedEx,Rome,94.2552
742698,2,25/11/2024 19:00,71.79,Netherlands,0.13,9.54,Accessories,Royal Mail,Rome,124.9146
797143,2,22/12/2024 02:00,52.91,Australia,0.29,15.17,Accessories,Royal Mail,Rome,75.1322
923947,2,31/12/2024 11:00,54,Spain,0.49,8.17,Furniture,Royal Mail,Rome,55.08
487229,2,14/01/2025 22:00,11.9,Germany,0.21,10.7,Apparel,DHL,Rome,18.802
336177,2,25/01/2025 10:00,53.14,Australia,0.47,13.99,Stationery,UPS,Rome,56.3284
517977,2,10/02/2025 06:00,60.23,United States,0.33,23.11,Furniture,DHL,Rome,80.7082
306776,2,16/02/2025 17:00,59.94,Australia,0.03,21.15,Apparel,UPS,Rome,116.2836
954582,2,24/02/2025 19:00,57.55,Germany,0.43,11.97,Accessories,DHL,Rome,65.607
947433,2,1/03/2025 02:00,72.64,Sweden,0.5,8.55,Electronics,FedEx,Rome,72.64
795660,2,7/03/2025 13:00,80.56,Italy,0.46,29.52,Apparel,FedEx,Rome,87.0048
818706,2,8/03/2025 22:00,81.89,Belgium,0.48,9.32,Electronics,DHL,Rome,85.1656
816089,2,27/03/2025 22:00,39.79,Norway,0.5,24.82,Stationery,UPS,Rome,39.79
252598,2,28/03/2025 23:00,1.07,Spain,0.25,27.69,Furniture,FedEx,Rome,1.605
733553,2,8/04/2025 12:00,24.74,United States,0.18,14.43,Apparel,FedEx,Rome,40.5736
921039,2,19/04/2025 14:00,62.17,Australia,0.45,24.61,Stationery,UPS,Rome,68.387
905823,2,6/05/2025 10:00,70.1,Norway,0.35,20.31,Apparel,UPS,Rome,91.13
926969,2,30/05/2025 03:00,30.9,France,0.5,23.27,Accessories,Royal Mail,Rome,30.9
589355,2,12/06/2025 21:00,88.63,Portugal,0.04,25.12,Furniture,Royal Mail,Rome,170.1696
455422,2,3/07/2025 17:00,37.2,Germany,0.02,20.99,Furniture,UPS,Rome,72.912
956127,2,29/07/2025 02:00,32.26,Portugal,0.02,26.05,Furniture,DHL,Rome,63.2296
362374,2,19/08/2025 21:00,57.27,Netherlands,0.11,28.24,Stationery,FedEx,Rome,101.9406
262171,2,2/09/2025 10:00,41.38,France,0.07,8.61,Apparel,DHL,Rome,76.9668
601157,3,15/01/2020 12:00,23.94,Spain,0.24,19.59,Apparel,Royal Mail,Rome,54.5832
650233,3,23/01/2020 03:00,21.89,Netherlands,0.38,23.31,Furniture,UPS,Rome,40.7154
670715,3,5/02/2020 20:00,80.27,Belgium,0.42,13.51,Accessories,Royal Mail,Rome,139.6698
928533,3,19/02/2020 18:00,37.29,Italy,0.18,6.63,Apparel,UPS,Rome,91.7334
872042,3,21/02/2020 07:00,78.05,Italy,0.27,22.25,Apparel,UPS,Rome,170.9295
652433,3,11/03/2020 15:00,9,Sweden,0.33,5.26,Furniture,FedEx,Rome,18.09
664262,3,16/03/2020 07:00,63.14,Belgium,0.1,23.76,Stationery,FedEx,Rome,170.478
532659,3,5/04/2020 23:00,31.22,France,0.3,23.22,Accessories,FedEx,Rome,65.562
756021,3,24/04/2020 19:00,59.04,United Kingdom,0.29,11.27,Apparel,DHL,Rome,125.7552
933289,3,9/05/2020 12:00,61.37,Spain,0.19,10.83,Electronics,Royal Mail,Rome,149.1291
687100,3,20/05/2020 16:00,87.25,United Kingdom,0.11,22.61,Stationery,FedEx,Rome,232.9575
814423,3,22/05/2020 22:00,24.33,Sweden,0.35,17.46,Furniture,FedEx,Rome,47.4435
380852,3,27/05/2020 06:00,12.41,Portugal,0.19,16.27,Accessories,Royal Mail,Rome,30.1563
310294,3,7/06/2020 05:00,47.81,Netherlands,0.42,25.03,Furniture,DHL,Rome,83.1894
408877,3,7/06/2020 23:00,81.57,Netherlands,0.17,21.68,Furniture,DHL,Rome,203.1093
188668,3,10/06/2020 15:00,44.89,Netherlands,0.05,7.97,Electronics,FedEx,Rome,127.9365
867524,3,13/06/2020 13:00,63.26,Norway,0.13,6.99,Apparel,Royal Mail,Rome,165.1086
762550,3,3/07/2020 19:00,17.3,Germany,0.45,11.24,Accessories,FedEx,Rome,28.545
957558,3,4/07/2020 16:00,55.66,Germany,0.19,18.31,Furniture,DHL,Rome,135.2538
149976,3,26/07/2020 19:00,55.97,Norway,0.5,29.09,Electronics,UPS,Rome,83.955
843088,3,6/08/2020 07:00,29.87,Portugal,0.4,14.27,Stationery,Royal Mail,Rome,53.766
185178,3,13/08/2020 15:00,60.79,Italy,0.46,14.75,Furniture,DHL,Rome,98.4798
627741,3,19/08/2020 22:00,44.96,France,0.25,29.04,Furniture,DHL,Rome,101.16
498834,3,20/08/2020 15:00,14.05,Belgium,0.19,13.1,Accessories,FedEx,Rome,34.1415
483071,3,25/08/2020 07:00,35.69,Italy,0.1,16.61,Accessories,DHL,Rome,96.363
211576,3,26/09/2020 00:00,70.24,Germany,0.1,25.18,Apparel,UPS,Rome,189.648
435064,3,1/10/2020 17:00,49.57,Norway,0.47,9.74,Electronics,UPS,Rome,78.8163
545563,3,12/10/2020 21:00,82.96,Portugal,0.41,26.39,Stationery,Royal Mail,Rome,146.8392
749242,3,13/10/2020 09:00,98.95,Belgium,0.09,16.51,Furniture,FedEx,Rome,270.1335
428615,3,24/10/2020 09:00,63.41,Italy,0.35,24.45,Accessories,Royal Mail,Rome,123.6495
603692,3,24/10/2020 10:00,77.24,Norway,0.39,20.31,Stationery,UPS,Rome,141.3492
826826,3,3/11/2020 02:00,70.04,Netherlands,0.48,16.59,Apparel,UPS,Rome,109.2624
296521,3,5/11/2020 08:00,94.02,United States,0.42,21.03,Stationery,Royal Mail,Rome,163.5948
583178,3,4/12/2020 12:00,38.57,United Kingdom,0.35,14.89,Furniture,UPS,Rome,75.2115
823776,3,2/01/2021 08:00,49.57,United States,0.43,24.6,Accessories,UPS,Rome,84.7647
319631,3,5/01/2021 10:00,98.12,United Kingdom,0.05,14.01,Furniture,FedEx,Rome,279.642
955783,3,10/01/2021 16:00,25.88,Netherlands,0.09,22.86,Accessories,UPS,Rome,70.6524
817006,3,12/01/2021 15:00,35.78,France,0.37,24.01,Stationery,Royal Mail,Rome,67.6242
784050,3,16/01/2021 18:00,11.4,Netherlands,0.28,21.15,Accessories,FedEx,Rome,24.624
239133,3,25/01/2021 00:00,67.71,Germany,0.26,21.13,Furniture,UPS,Rome,150.3162
397515,3,25/01/2021 02:00,98.69,Spain,0.27,11.46,Electronics,DHL,Rome,216.1311
282047,3,14/02/2021 00:00,43.02,Belgium,0.22,5.27,Stationery,Royal Mail,Rome,100.6668
646547,3,16/02/2021 07:00,78.53,United Kingdom,0.03,17.32,Stationery,Royal Mail,Rome,228.5223
945457,3,17/02/2021 16:00,76.44,Portugal,0.27,7.96,Accessories,Royal Mail,Rome,167.4036
670217,3,18/02/2021 20:00,95.27,United Kingdom,0.45,28.16,Furniture,DHL,Rome,157.1955
838456,3,9/03/2021 01:00,53.73,Spain,0.28,23.77,Stationery,FedEx,Rome,116.0568
251152,3,13/04/2021 15:00,86.02,Sweden,0.37,19.95,Electronics,UPS,Rome,162.5778
793044,3,15/04/2021 03:00,21.38,Portugal,0.03,28.75,Apparel,DHL,Rome,62.2158
666819,3,30/04/2021 02:00,74.67,Spain,0.13,18.73,Furniture,DHL,Rome,194.8887
357481,3,3/05/2021 17:00,12.31,Spain,0.02,11.7,Accessories,FedEx,Rome,36.1914
250641,3,4/05/2021 18:00,46.69,France,0.33,10.31,Electronics,DHL,Rome,93.8469
404647,3,30/05/2021 15:00,26.36,Netherlands,0.24,7.87,Accessories,Royal Mail,Rome,60.1008
490166,3,31/05/2021 13:00,39.43,Spain,0.2,11.22,Stationery,UPS,Rome,94.632
506529,3,2/06/2021 13:00,41.57,Germany,0.35,10.72,Furniture,DHL,Rome,81.0615
266866,3,12/06/2021 06:00,84.14,Italy,0.5,14.31,Accessories,DHL,Rome,126.21
855110,3,18/06/2021 17:00,46.11,Italy,0.11,9.05,Apparel,UPS,Rome,123.1137
595336,3,24/06/2021 02:00,52.24,Australia,0.3,27.22,Furniture,FedEx,Rome,109.704
400178,3,4/07/2021 08:00,71.94,Sweden,0.13,19.58,Electronics,UPS,Rome,187.7634
510789,3,14/07/2021 17:00,1.1,United States,0.48,28.91,Accessories,UPS,Rome,1.716
702306,3,20/07/2021 09:00,19.45,Belgium,0.26,24.04,Electronics,Royal Mail,Rome,43.179
174489,3,23/07/2021 14:00,89.67,Spain,0.1,24.36,Accessories,FedEx,Rome,242.109
956899,3,23/07/2021 19:00,96.5,France,0.39,23.08,Accessories,Royal Mail,Rome,176.595
777913,3,26/08/2021 05:00,41.11,Belgium,0.02,15.27,Apparel,DHL,Rome,120.8634
161836,3,6/10/2021 21:00,98.89,Germany,0.31,15.24,Apparel,FedEx,Rome,204.7023
816177,3,16/10/2021 15:00,19.21,Germany,0.06,22.19,Accessories,FedEx,Rome,54.1722
427407,3,26/10/2021 12:00,55.23,Italy,0.18,18.34,Apparel,DHL,Rome,135.8658
875342,3,10/11/2021 02:00,36.7,United Kingdom,0.07,14.83,Apparel,UPS,Rome,102.393
639180,3,12/12/2021 09:00,21.67,Germany,0.12,15.07,Stationery,FedEx,Rome,57.2088
254473,3,13/12/2021 13:00,88.2,France,0.32,13.74,Apparel,Royal Mail,Rome,179.928
874756,3,5/01/2022 07:00,10.31,Norway,0.09,5.51,Furniture,DHL,Rome,28.1463
232672,3,28/02/2022 04:00,96.19,Italy,0.3,11.44,Electronics,UPS,Rome,201.999
412282,3,3/03/2022 16:00,69.48,Australia,0.34,28.57,Electronics,DHL,Rome,137.5704
493236,3,6/03/2022 20:00,26.38,United States,0.35,19.46,Accessories,Royal Mail,Rome,51.441
339204,3,17/03/2022 05:00,10.77,Germany,0.19,14.19,Stationery,FedEx,Rome,26.1711
625608,3,26/03/2022 22:00,40.25,Norway,0.49,18.18,Accessories,FedEx,Rome,61.5825
734992,3,16/04/2022 16:00,17.16,Spain,0.42,5.35,Electronics,FedEx,Rome,29.8584
144158,3,21/04/2022 00:00,48.12,Norway,0.34,18.58,Accessories,DHL,Rome,95.2776
335018,3,23/04/2022 20:00,20.24,Italy,0.07,19.2,Accessories,Royal Mail,Rome,56.4696
952128,3,30/04/2022 03:00,74.05,Netherlands,0.14,15.51,Furniture,UPS,Rome,191.049
627339,3,9/05/2022 22:00,96.78,Norway,0.27,27.16,Furniture,DHL,Rome,211.9482
221315,3,11/05/2022 13:00,76.64,United Kingdom,0.32,22.41,Furniture,Royal Mail,Rome,156.3456
987024,3,28/05/2022 21:00,94.28,United Kingdom,0.27,10.81,Furniture,DHL,Rome,206.4732
334257,3,29/05/2022 11:00,49.84,United States,0.29,18.39,Electronics,FedEx,Rome,106.1592
376925,3,19/07/2022 04:00,31.32,United Kingdom,0.48,17.97,Stationery,Royal Mail,Rome,48.8592
266033,3,21/07/2022 14:00,6.14,Germany,0.02,11.74,Furniture,FedEx,Rome,18.0516
889908,3,23/07/2022 16:00,12.1,Sweden,0.31,18.43,Electronics,FedEx,Rome,25.047
476645,3,2/08/2022 08:00,94.22,United Kingdom,0.39,11.51,Accessories,FedEx,Rome,172.4226
981965,3,5/08/2022 17:00,17.96,Portugal,0.48,15.52,Furniture,DHL,Rome,28.0176
828309,3,6/08/2022 06:00,61.43,United States,0.35,14.07,Stationery,UPS,Rome,119.7885
795089,3,8/08/2022 08:00,92.12,Italy,0.02,24.02,Furniture,FedEx,Rome,270.8328
937430,3,3/10/2022 03:00,26.06,Spain,0.38,14.28,Accessories,FedEx,Rome,48.4716
653560,3,8/11/2022 04:00,40.79,United States,0.47,26.98,Furniture,FedEx,Rome,64.8561
488377,3,30/11/2022 07:00,31.94,Norway,0.39,13.47,Apparel,Royal Mail,Rome,58.4502
739763,3,25/12/2022 05:00,97.34,France,0.01,11.33,Electronics,FedEx,Rome,289.0998
830161,3,29/12/2022 15:00,8.92,Germany,0.48,21.21,Stationery,UPS,Rome,13.9152
409199,3,31/12/2022 08:00,89.37,France,0.36,16.16,Accessories,Royal Mail,Rome,171.5904
334501,3,8/01/2023 11:00,24.28,Spain,0.09,8.83,Accessories,Royal Mail,Rome,66.2844
138795,3,8/01/2023 22:00,35.46,Italy,0.33,10.7,Stationery,FedEx,Rome,71.2746
454000,3,10/02/2023 12:00,85.43,Portugal,0.48,8.89,Furniture,FedEx,Rome,133.2708
397214,3,22/02/2023 08:00,8.23,France,0.18,27.2,Stationery,FedEx,Rome,20.2458
511115,3,7/03/2023 02:00,13.8,Italy,0.32,16.19,Stationery,UPS,Rome,28.152
134024,3,15/04/2023 04:00,8.23,Netherlands,0.02,24.88,Furniture,FedEx,Rome,24.1962
573851,3,24/04/2023 21:00,92.4,United States,0.12,27.78,Apparel,FedEx,Rome,243.936
566910,3,27/04/2023 21:00,81.27,Italy,0.37,19.53,Accessories,UPS,Rome,153.6003
874393,3,29/04/2023 02:00,29.57,Sweden,0.17,22.72,Accessories,UPS,Rome,73.6293
726414,3,27/05/2023 18:00,16.17,Sweden,0.38,28.59,Electronics,UPS,Rome,30.0762
636939,3,30/05/2023 12:00,5.68,Netherlands,0.43,12.68,Stationery,Royal Mail,Rome,9.7128
194535,3,2/06/2023 04:00,15.3,Germany,0.47,20.04,Stationery,Royal Mail,Rome,24.327
276339,3,4/06/2023 21:00,67.62,United Kingdom,0.36,21.54,Accessories,FedEx,Rome,129.8304
330394,3,12/07/2023 04:00,70.77,Portugal,0.42,20.32,Electronics,Royal Mail,Rome,123.1398
902735,3,29/08/2023 05:00,52.86,Netherlands,0.34,13.27,Furniture,UPS,Rome,104.6628
695230,3,1/09/2023 21:00,15.31,United Kingdom,0.25,16.44,Electronics,FedEx,Rome,34.4475
405005,3,23/09/2023 21:00,33.93,Belgium,0.25,24.47,Electronics,Royal Mail,Rome,76.3425
679571,3,30/09/2023 14:00,52.53,Portugal,0.32,17.38,Apparel,DHL,Rome,107.1612
557099,3,30/09/2023 19:00,68.48,Norway,0.27,9.88,Stationery,Royal Mail,Rome,149.9712
479472,3,2/10/2023 21:00,60.35,Netherlands,0.4,21.99,Accessories,FedEx,Rome,108.63
425709,3,5/10/2023 01:00,81,Norway,0.13,29.17,Apparel,DHL,Rome,211.41
114559,3,21/10/2023 20:00,17.02,Spain,0.16,10.68,Electronics,FedEx,Rome,42.8904
772898,3,26/10/2023 17:00,99.84,United Kingdom,0.26,27.05,Electronics,UPS,Rome,221.6448
817972,3,27/10/2023 14:00,82.87,Portugal,0.48,17.88,Furniture,DHL,Rome,129.2772
879704,3,11/11/2023 16:00,43.33,Netherlands,0.19,13.73,Electronics,FedEx,Rome,105.2919
153077,3,13/11/2023 17:00,37.33,France,0.35,20.54,Accessories,UPS,Rome,72.7935
676973,3,17/12/2023 03:00,42.06,Portugal,0.41,26.94,Stationery,DHL,Rome,74.4462
109070,3,5/01/2024 17:00,55.85,Germany,0.21,19.78,Apparel,UPS,Rome,132.3645
461781,3,7/01/2024 16:00,40.08,Spain,0.16,19.4,Accessories,DHL,Rome,101.0016
313446,3,24/01/2024 01:00,14.28,Belgium,0.45,24.42,Furniture,UPS,Rome,23.562
677755,3,14/02/2024 08:00,76.51,Belgium,0.11,29.3,Electronics,UPS,Rome,204.2817
683375,3,17/03/2024 06:00,74.26,United States,0.05,22.13,Electronics,Royal Mail,Rome,211.641
409527,3,1/04/2024 05:00,75.69,Portugal,0.02,11.75,Apparel,FedEx,Rome,222.5286
711144,3,18/05/2024 17:00,68.44,Netherlands,0.06,25.13,Apparel,FedEx,Rome,193.0008
213982,3,16/06/2024 02:00,61.17,Sweden,0.22,25.39,Stationery,DHL,Rome,143.1378
242377,3,27/06/2024 22:00,37.06,Germany,0.45,22.55,Apparel,UPS,Rome,61.149
385177,3,7/07/2024 22:00,49.49,Belgium,0.17,28.06,Furniture,UPS,Rome,123.2301
511560,3,14/07/2024 20:00,80.88,Netherlands,0.16,22.96,Apparel,DHL,Rome,203.8176
364065,3,16/07/2024 05:00,15.47,Spain,0.02,23.33,Apparel,UPS,Rome,45.4818
846840,3,6/09/2024 15:00,67.8,Belgium,0.5,17.84,Apparel,UPS,Rome,101.7
910996,3,10/09/2024 18:00,90.86,Italy,0.17,22.91,Electronics,UPS,Rome,226.2414
857555,3,13/09/2024 09:00,15.16,Italy,0.17,16.57,Electronics,Royal Mail,Rome,37.7484
161590,3,24/09/2024 13:00,16.61,Sweden,0.22,7.99,Stationery,FedEx,Rome,38.8674
338470,3,12/10/2024 14:00,82.5,France,0.15,5.59,Stationery,Royal Mail,Rome,210.375
385306,3,24/10/2024 03:00,51.23,United Kingdom,0,11.98,Accessories,DHL,Rome,153.69
351365,3,29/10/2024 16:00,90.11,United States,0.1,21.09,Accessories,UPS,Rome,243.297
862052,3,13/11/2024 14:00,77.34,Netherlands,0.01,22.83,Apparel,DHL,Rome,229.6998
146316,3,23/11/2024 07:00,77.48,Netherlands,0.48,8.16,Electronics,Royal Mail,Rome,120.8688
921950,3,24/11/2024 12:00,73.65,Portugal,0.14,19.21,Electronics,FedEx,Rome,190.017
766573,3,22/12/2024 17:00,82,Belgium,0.14,26.19,Furniture,DHL,Rome,211.56
101593,3,23/12/2024 11:00,39.15,United States,0.27,24.69,Electronics,Royal Mail,Rome,85.7385
466816,3,2/01/2025 17:00,71.86,Norway,0.02,10.18,Accessories,FedEx,Rome,211.2684
777563,3,18/01/2025 03:00,20,Netherlands,0.5,18.72,Stationery,DHL,Rome,30
686025,3,19/01/2025 22:00,14.21,France,0.14,12.73,Furniture,UPS,Rome,36.6618
730983,3,12/02/2025 01:00,75.18,France,0.39,29.79,Stationery,UPS,Rome,137.5794
478192,3,16/02/2025 01:00,3.82,Sweden,0.02,6.77,Electronics,DHL,Rome,11.2308
885709,3,13/04/2025 12:00,53.46,Germany,0.34,10.83,Stationery,UPS,Rome,105.8508
461561,3,15/04/2025 15:00,29.91,Norway,0.4,27.21,Stationery,DHL,Rome,53.838
209267,3,15/04/2025 18:00,91.59,Germany,0.16,13.24,Apparel,FedEx,Rome,230.8068
560809,3,23/04/2025 06:00,14.46,United States,0.11,25.61,Electronics,FedEx,Rome,38.6082
870931,3,4/05/2025 00:00,18.75,United Kingdom,0.49,20.23,Furniture,UPS,Rome,28.6875
924710,3,5/05/2025 19:00,1.85,Portugal,0.28,14.57,Accessories,FedEx,Rome,3.996
910226,3,6/05/2025 06:00,46.94,Norway,0.49,17.06,Electronics,Royal Mail,Rome,71.8182
417769,3,19/06/2025 06:00,27.66,France,0.21,23.8,Apparel,UPS,Rome,65.5542
832394,3,24/06/2025 23:00,35.56,Sweden,0.08,8.87,Accessories,DHL,Rome,98.1456
406179,3,26/06/2025 20:00,85.04,Australia,0.2,29.9,Apparel,FedEx,Rome,204.096
611817,3,29/06/2025 14:00,65.42,Italy,0.11,20.68,Apparel,FedEx,Rome,174.6714
818985,3,29/06/2025 23:00,30.47,France,0.07,20.71,Furniture,FedEx,Rome,85.0113
121185,3,23/07/2025 15:00,3.01,Australia,0.45,8.39,Stationery,UPS,Rome,4.9665
531276,3,24/08/2025 03:00,82.3,Spain,0.17,14.84,Furniture,Royal Mail,Rome,204.927
810784,3,31/08/2025 10:00,61.01,Belgium,0.17,16.77,Stationery,FedEx,Rome,151.9149
222096,4,8/01/2020 06:00,5.05,Norway,0.1,13.41,Stationery,DHL,Rome,18.18
424767,4,8/01/2020 19:00,19.9,Sweden,0.17,5.99,Electronics,UPS,Rome,66.068
252906,4,9/01/2020 10:00,25.53,Sweden,0.12,17.47,Furniture,Royal Mail,Rome,89.8656
210078,4,12/01/2020 16:00,85.16,Portugal,0.19,26.56,Accessories,UPS,Rome,275.9184
418394,4,13/01/2020 03:00,14.99,United Kingdom,0.33,5.17,Electronics,Royal Mail,Rome,40.1732
891971,4,15/01/2020 11:00,60.43,Portugal,0.11,15.94,Electronics,DHL,Rome,215.1308
